TP9,AF7,AF8,TP10
-165.527,-900.391,-970.703,-887.207
447.754,136.719,-1.953,99.609
-869.629,635.742,511.23,610.352
-974.121,-786.621,-818.848,-787.109
250.977,-942.383,-959.473,-971.191
-465.332,141.602,366.211,62.012
-953.125,-294.922,-239.746,-538.574
-1000.0,-1000.0,-1000.0,-1000.0
-1000.0,-1000.0,-1000.0,-1000.0
-417.48,-1000.0,-992.676,-995.605
275.391,-74.219,-72.266,-159.18
-987.793,357.91,300.293,340.332
-856.934,-864.746,-883.301,-853.027
423.828,-850.586,-833.008,-850.586
-285.156,546.875,666.016,610.84
-821.289,-229.492,-242.676,-269.043
-1000.0,-964.844,-777.344,-913.574
-1000.0,-1000.0,-1000.0,-1000.0
-676.758,-1000.0,-1000.0,-1000.0
116.211,-437.988,-262.695,-486.328
817.383,145.02,170.41,159.18
-1000.0,-1000.0,-1000.0,-1000.0
-948.242,-1000.0,-1000.0,-1000.0
-511.719,-676.27,-756.348,-758.789
616.211,-306.641,-433.105,-392.578
-940.43,807.617,735.352,781.25
983.887,-841.797,-874.512,-859.375
445.801,-995.117,-899.902,999.512
-383.789,500.977,499.512,457.52
-918.945,-552.734,-273.438,-593.262
-1000.0,-904.297,-858.398,-933.105
-1000.0,-1000.0,-1000.0,-1000.0
-607.422,-953.125,-881.836,-965.332
108.887,-542.969,-515.137,-583.984
944.824,616.211,615.234,473.145
-952.148,-939.453,-974.121,996.094
676.27,-872.07,-839.355,-866.699
6.348,544.922,574.707,633.301
142.578,738.77,833.008,843.262
-602.539,268.555,238.77,369.141
-1000.0,-804.688,-798.828,-741.699
